timestamp,conversation_id,conversation_type,combination_id,combination_name,status,failure_reason,node_count,node_score,keyword_overlap,max_depth,depth_score,total_score,elapsed_time
2025-11-08 04:54:12,conv_002,learning_short,comb_01,simple_hierarchical,success,,20.0,0.857,0.744,4.0,0.887,72.7,6.97
2025-11-08 04:55:54,conv_002,learning_short,comb_02,simple_force,success,,13.0,0.999,0.697,3.0,0.98,70.45,3.8
2025-11-08 04:55:49,conv_002,learning_short,comb_03,simple_radial,success,,8.0,0.441,0.658,4.0,0.995,68.06,11.2
2025-11-08 04:56:06,conv_002,learning_short,comb_04,detailed_hierarchical,success,,26.0,0.997,0.752,4.0,0.95,85.5,7.57
2025-11-08 04:59:11,conv_002,learning_short,comb_05,detailed_force,success,,22.0,0.945,0.761,3.0,0.849,75.97,7.0
2025-11-08 04:58:29,conv_002,learning_short,comb_06,detailed_radial,success,,18.0,0.97,0.68,4.0,0.818,70.79,10.8
2025-11-08 04:58:11,conv_002,learning_short,comb_07,strict_hierarchical,success,,24.0,0.996,0.853,3.0,0.878,87.79,10.45
2025-11-08 04:57:54,conv_002,learning_short,comb_08,strict_force,success,,8.0,0.484,0.865,4.0,0.869,82.67,10.11
2025-11-08 04:58:29,conv_002,learning_short,comb_09,strict_timeline,success,,20.0,0.939,0.648,3.0,0.903,69.46,14.13
2025-11-08 05:00:14,conv_002,learning_short,comb_10,hybrid_s1d2_hier,success,,24.0,0.826,0.766,6.0,0.528,83.64,9.25
2025-11-08 04:59:34,conv_002,learning_short,comb_11,hybrid_s1d2_force,success,,14.0,0.997,0.808,5.0,0.897,84.36,9.44
2025-11-08 05:00:10,conv_002,learning_short,comb_12,hybrid_d1s2_radial,success,,13.0,0.889,0.785,6.0,0.721,82.06,8.87
2025-11-08 04:59:06,conv_002,learning_short,comb_13,hybrid_str1d2_radial,success,,15.0,0.93,0.712,4.0,0.907,75.24,9.47
2025-11-08 04:56:09,conv_002,learning_short,comb_14,hybrid_d1str2_timeline,success,,21.0,0.847,0.825,4.0,0.873,94.77,9.61
2025-11-08 05:01:33,conv_002,learning_short,comb_15,hybrid_all_hier,success,,20.0,0.964,0.908,5.0,0.895,91.41,10.51
2025-11-08 05:00:55,conv_003,learning_short,comb_01,simple_hierarchical,success,,16.0,0.919,0.681,5.0,0.827,73.75,4.98
2025-11-08 05:03:04,conv_003,learning_short,comb_02,simple_force,success,,30.0,0.882,0.574,2.0,0.97,62.46,7.1
2025-11-08 05:03:20,conv_003,learning_short,comb_03,simple_radial,success,,21.0,0.95,0.728,3.0,0.833,72.08,7.43
2025-11-08 05:00:58,conv_003,learning_short,comb_04,detailed_hierarchical,success,,10.0,0.893,0.591,5.0,0.888,64.91,7.52
2025-11-08 05:00:05,conv_003,learning_short,comb_05,detailed_force,success,,24.0,0.833,0.867,2.0,0.907,84.56,11.44
2025-11-08 05:02:23,conv_003,learning_short,comb_06,detailed_radial,success,,21.0,0.975,0.777,4.0,0.907,84.59,9.72
2025-11-08 05:00:10,conv_003,learning_short,comb_07,strict_hierarchical,success,,26.0,0.943,0.774,4.0,0.836,79.83,14.99
2025-11-08 05:01:02,conv_003,learning_short,comb_08,strict_force,success,,21.0,0.804,0.988,4.0,0.984,96.44,11.66
2025-11-08 04:56:40,conv_003,learning_short,comb_09,strict_timeline,success,,20.0,0.866,0.707,3.0,0.918,77.49,10.25
2025-11-08 04:56:39,conv_003,learning_short,comb_10,hybrid_s1d2_hier,success,,10.0,0.948,0.751,3.0,0.85,79.86,10.62
2025-11-08 04:58:47,conv_003,learning_short,comb_11,hybrid_s1d2_force,success,,25.0,0.907,0.72,5.0,0.919,81.2,8.74
2025-11-08 05:03:19,conv_003,learning_short,comb_12,hybrid_d1s2_radial,success,,14.0,0.813,0.989,3.0,0.905,98.44,10.37
2025-11-08 04:57:52,conv_003,learning_short,comb_13,hybrid_str1d2_radial,success,,13.0,0.805,0.78,3.0,0.973,88.55,10.69
2025-11-08 05:01:49,conv_003,learning_short,comb_14,hybrid_d1str2_timeline,success,,21.0,0.911,0.9,3.0,0.849,90.51,10.61
2025-11-08 05:00:28,conv_003,learning_short,comb_15,hybrid_all_hier,success,,8.0,0.657,0.79,4.0,0.867,77.92,12.53
2025-11-08 05:00:17,conv_004,learning_medium,comb_01,simple_hierarchical,success,,19.0,0.995,0.688,2.0,0.974,68.4,5.59
2025-11-08 05:01:03,conv_004,learning_medium,comb_02,simple_force,failed,api_error,,,,,,,6.450121665371993
2025-11-08 05:04:02,conv_004,learning_medium,comb_03,simple_radial,success,,20.0,0.937,0.838,4.0,0.963,82.57,6.03
2025-11-08 04:57:36,conv_004,learning_medium,comb_04,detailed_hierarchical,success,,12.0,0.946,0.647,6.0,0.648,71.86,8.22
2025-11-08 05:05:12,conv_004,learning_medium,comb_05,detailed_force,success,,16.0,0.983,0.731,5.0,0.913,73.49,9.14
2025-11-08 05:04:15,conv_004,learning_medium,comb_06,detailed_radial,success,,18.0,0.899,0.68,3.0,0.925,70.16,7.15
2025-11-08 05:01:41,conv_004,learning_medium,comb_07,strict_hierarchical,success,,25.0,0.992,0.855,6.0,0.634,84.84,9.63
2025-11-08 05:03:17,conv_004,learning_medium,comb_08,strict_force,success,,20.0,0.929,0.627,6.0,0.783,63.43,10.2
2025-11-08 04:59:22,conv_004,learning_medium,comb_09,strict_timeline,success,,18.0,0.972,0.791,3.0,0.904,77.63,11.9
2025-11-08 05:04:53,conv_004,learning_medium,comb_10,hybrid_s1d2_hier,success,,9.0,0.529,0.708,4.0,0.958,70.07,9.77
2025-11-08 05:04:40,conv_004,learning_medium,comb_11,hybrid_s1d2_force,success,,27.0,0.88,0.84,6.0,0.674,88.79,8.43
2025-11-08 05:02:17,conv_004,learning_medium,comb_12,hybrid_d1s2_radial,success,,16.0,0.971,0.735,4.0,0.808,73.99,8.5
2025-11-08 05:02:16,conv_004,learning_medium,comb_13,hybrid_str1d2_radial,success,,18.0,0.923,0.73,4.0,0.813,82.69,9.81
2025-11-08 05:07:56,conv_004,learning_medium,comb_14,hybrid_d1str2_timeline,success,,22.0,0.926,0.774,6.0,0.778,86.61,16.12
2025-11-08 05:07:10,conv_004,learning_medium,comb_15,hybrid_all_hier,success,,33.0,0.632,0.728,6.0,0.617,83.87,9.73
2025-11-08 05:03:51,conv_005,learning_medium,comb_01,simple_hierarchical,success,,18.0,0.907,0.745,4.0,0.998,71.42,4.63
2025-11-08 05:09:28,conv_005,learning_medium,comb_02,simple_force,success,,23.0,0.849,0.604,6.0,0.6,68.58,4.96
2025-11-08 05:10:00,conv_005,learning_medium,comb_03,simple_radial,success,,17.0,0.801,0.76,4.0,0.949,74.92,5.1
2025-11-08 05:04:45,conv_005,learning_medium,comb_04,detailed_hierarchical,failed,parse_error,,,,,,,2.504589346807908
2025-11-08 05:02:32,conv_005,learning_medium,comb_05,detailed_force,success,,17.0,0.968,0.705,4.0,0.821,75.94,11.09
2025-11-08 05:07:29,conv_005,learning_medium,comb_06,detailed_radial,success,,10.0,0.809,0.86,4.0,0.93,83.91,8.05
2025-11-08 05:09:29,conv_005,learning_medium,comb_07,strict_hierarchical,success,,26.0,0.86,0.794,4.0,0.931,77.96,10.36
2025-11-08 05:11:29,conv_005,learning_medium,comb_08,strict_force,success,,13.0,0.997,0.677,4.0,0.846,72.66,10.22
2025-11-08 05:03:40,conv_005,learning_medium,comb_09,strict_timeline,success,,21.0,0.925,0.714,4.0,0.982,81.43,15.43
2025-11-08 05:01:15,conv_005,learning_medium,comb_10,hybrid_s1d2_hier,success,,13.0,0.865,0.84,5.0,0.862,86.76,9.05
2025-11-08 05:07:14,conv_005,learning_medium,comb_11,hybrid_s1d2_force,success,,13.0,0.848,0.859,4.0,0.924,82.02,10.28
2025-11-08 05:06:50,conv_005,learning_medium,comb_12,hybrid_d1s2_radial,failed,parse_error,,,,,,,2.434497632878049
2025-11-08 05:06:39,conv_005,learning_medium,comb_13,hybrid_str1d2_radial,success,,24.0,0.808,0.917,5.0,0.927,93.23,10.39
2025-11-08 05:09:23,conv_005,learning_medium,comb_14,hybrid_d1str2_timeline,success,,28.0,0.89,0.882,6.0,0.549,90.08,9.52
2025-11-08 05:09:49,conv_005,learning_medium,comb_15,hybrid_all_hier,success,,18.0,0.974,0.82,3.0,0.832,87.56,7.48
2025-11-08 05:07:17,conv_006,learning_medium,comb_01,simple_hierarchical,success,,20.0,0.835,0.741,5.0,0.885,71.12,4.8
2025-11-08 05:04:52,conv_006,learning_medium,comb_02,simple_force,success,,11.0,0.918,0.565,3.0,0.925,54.68,5.5
2025-11-08 05:10:18,conv_006,learning_medium,comb_03,simple_radial,success,,20.0,0.889,0.652,6.0,0.699,68.45,4.35
2025-11-08 05:09:30,conv_006,learning_medium,comb_04,detailed_hierarchical,success,,26.0,0.847,0.605,3.0,0.888,67.47,9.36
2025-11-08 05:01:46,conv_006,learning_medium,comb_05,detailed_force,success,,19.0,0.956,0.657,5.0,0.917,66.34,8.52
2025-11-08 05:02:50,conv_006,learning_medium,comb_06,detailed_radial,success,,18.0,0.863,0.758,4.0,0.997,79.68,12.97
2025-11-08 05:06:56,conv_006,learning_medium,comb_07,strict_hierarchical,success,,26.0,0.84,0.875,3.0,0.838,88.82,10.94
2025-11-08 05:02:15,conv_006,learning_medium,comb_08,strict_force,success,,22.0,0.823,0.843,4.0,0.935,83.49,9.29
2025-11-08 05:10:27,conv_006,learning_medium,comb_09,strict_timeline,success,,21.0,0.948,0.843,4.0,0.865,82.19,12.6
2025-11-08 05:13:14,conv_006,learning_medium,comb_10,hybrid_s1d2_hier,success,,19.0,0.865,0.769,5.0,0.913,83.32,10.99
2025-11-08 05:09:05,conv_006,learning_medium,comb_11,hybrid_s1d2_force,success,,19.0,0.908,0.892,3.0,0.896,85.72,9.84
2025-11-08 05:05:49,conv_006,learning_medium,comb_12,hybrid_d1s2_radial,success,,23.0,0.944,0.929,4.0,0.839,89.26,9.12
2025-11-08 05:04:17,conv_006,learning_medium,comb_13,hybrid_str1d2_radial,success,,10.0,0.857,0.83,3.0,0.916,91.01,8.56
2025-11-08 05:12:33,conv_006,learning_medium,comb_14,hybrid_d1str2_timeline,success,,13.0,0.959,0.699,5.0,0.993,78.79,9.67
2025-11-08 05:01:04,conv_006,learning_medium,comb_15,hybrid_all_hier,success,,14.0,0.922,0.766,5.0,0.954,82.21,9.19
2025-11-08 05:04:52,conv_007,learning_medium,comb_01,simple_hierarchical,success,,19.0,0.885,0.606,2.0,0.947,68.84,7.33
2025-11-08 05:00:54,conv_007,learning_medium,comb_02,simple_force,success,,16.0,0.998,0.626,4.0,0.935,71.39,7.44
2025-11-08 05:08:31,conv_007,learning_medium,comb_03,simple_radial,success,,21.0,0.929,0.627,6.0,0.597,64.68,4.42
2025-11-08 05:10:00,conv_007,learning_medium,comb_04,detailed_hierarchical,success,,19.0,0.865,0.61,4.0,0.81,66.52,9.61
2025-11-08 05:07:20,conv_007,learning_medium,comb_05,detailed_force,success,,20.0,0.951,0.654,6.0,0.747,74.02,5.33
2025-11-08 05:03:01,conv_007,learning_medium,comb_06,detailed_radial,success,,14.0,0.851,0.789,2.0,0.922,78.35,8.48
2025-11-08 05:03:51,conv_007,learning_medium,comb_07,strict_hierarchical,success,,14.0,0.902,0.794,5.0,0.988,78.26,13.26
2025-11-08 05:11:42,conv_007,learning_medium,comb_08,strict_force,success,,28.0,0.906,0.829,3.0,0.958,83.41,11.21
2025-11-08 05:02:35,conv_007,learning_medium,comb_09,strict_timeline,success,,22.0,0.827,0.89,4.0,0.921,87.01,10.25
2025-11-08 05:16:50,conv_007,learning_medium,comb_10,hybrid_s1d2_hier,success,,17.0,0.987,0.663,4.0,0.8,64.7,7.75
2025-11-08 05:12:47,conv_007,learning_medium,comb_11,hybrid_s1d2_force,success,,20.0,0.924,0.855,5.0,0.848,94.05,8.44
2025-11-08 05:03:16,conv_007,learning_medium,comb_12,hybrid_d1s2_radial,success,,9.0,0.55,0.788,5.0,0.945,82.51,11.59
2025-11-08 05:09:18,conv_007,learning_medium,comb_13,hybrid_str1d2_radial,success,,19.0,0.85,0.804,4.0,0.804,91.71,8.51
2025-11-08 05:12:01,conv_007,learning_medium,comb_14,hybrid_d1str2_timeline,success,,26.0,0.82,0.799,4.0,0.973,84.34,8.79
2025-11-08 05:14:29,conv_007,learning_medium,comb_15,hybrid_all_hier,success,,20.0,0.962,0.721,2.0,0.968,83.38,8.49
2025-11-08 05:14:24,conv_008,learning_long,comb_01,simple_hierarchical,success,,11.0,0.947,0.77,4.0,0.81,80.86,4.61
2025-11-08 05:16:47,conv_008,learning_long,comb_02,simple_force,success,,5.0,0.697,0.663,3.0,0.932,63.47,5.76
2025-11-08 05:07:12,conv_008,learning_long,comb_03,simple_radial,failed,parse_error,,,,,,,5.087945519441069
2025-11-08 05:20:20,conv_008,learning_long,comb_04,detailed_hierarchical,success,,23.0,0.864,0.667,5.0,0.823,76.25,8.16
2025-11-08 05:21:00,conv_008,learning_long,comb_05,detailed_force,success,,18.0,0.875,0.651,6.0,0.549,67.86,7.85
2025-11-08 05:12:24,conv_008,learning_long,comb_06,detailed_radial,failed,timeout,,,,,,,3.715440735434961
2025-11-08 05:19:17,conv_008,learning_long,comb_07,strict_hierarchical,success,,27.0,0.946,0.88,4.0,0.951,87.5,10.16
2025-11-08 05:13:39,conv_008,learning_long,comb_08,strict_force,success,,17.0,0.868,0.7,4.0,0.918,75.05,11.32
2025-11-08 05:17:01,conv_008,learning_long,comb_09,strict_timeline,success,,17.0,0.96,0.725,4.0,0.947,81.44,10.56
2025-11-08 05:06:27,conv_008,learning_long,comb_10,hybrid_s1d2_hier,success,,11.0,0.83,0.693,5.0,0.9,76.1,9.95
2025-11-08 05:19:23,conv_008,learning_long,comb_11,hybrid_s1d2_force,success,,24.0,0.902,0.789,4.0,0.916,79.29,9.53
2025-11-08 05:14:48,conv_008,learning_long,comb_12,hybrid_d1s2_radial,success,,18.0,0.812,0.719,4.0,0.842,78.41,9.27
2025-11-08 05:05:20,conv_008,learning_long,comb_13,hybrid_str1d2_radial,success,,24.0,0.86,0.771,4.0,0.927,87.12,11.52
2025-11-08 05:05:21,conv_008,learning_long,comb_14,hybrid_d1str2_timeline,success,,11.0,0.867,0.673,2.0,0.917,78.68,10.17
2025-11-08 05:20:18,conv_008,learning_long,comb_15,hybrid_all_hier,success,,5.0,0.675,0.726,4.0,0.81,73.26,11.37
2025-11-08 05:23:22,conv_009,learning_long,comb_01,simple_hierarchical,success,,17.0,0.857,0.605,4.0,0.852,70.47,4.74
2025-11-08 05:09:09,conv_009,learning_long,comb_02,simple_force,success,,5.0,0.439,0.711,3.0,0.946,69.01,6.4
2025-11-08 05:05:59,conv_009,learning_long,comb_03,simple_radial,success,,17.0,0.829,0.734,4.0,0.913,73.74,5.5
2025-11-08 05:11:11,conv_009,learning_long,comb_04,detailed_hierarchical,success,,23.0,0.823,0.74,6.0,0.738,72.42,10.52
2025-11-08 05:17:26,conv_009,learning_long,comb_05,detailed_force,success,,16.0,0.972,0.673,5.0,0.909,71.47,8.41
2025-11-08 05:14:02,conv_009,learning_long,comb_06,detailed_radial,success,,24.0,0.904,0.635,4.0,0.932,71.26,6.85
2025-11-08 05:09:24,conv_009,learning_long,comb_07,strict_hierarchical,success,,15.0,0.856,0.782,3.0,0.821,84.21,11.06
2025-11-08 05:21:50,conv_009,learning_long,comb_08,strict_force,success,,30.0,0.96,0.784,5.0,0.904,84.36,11.55
2025-11-08 05:16:52,conv_009,learning_long,comb_09,strict_timeline,success,,21.0,0.807,0.843,4.0,0.888,91.38,11.25
2025-11-08 05:26:52,conv_009,learning_long,comb_10,hybrid_s1d2_hier,success,,19.0,0.832,0.806,6.0,0.528,94.58,9.33
2025-11-08 05:23:37,conv_009,learning_long,comb_11,hybrid_s1d2_force,success,,23.0,0.863,0.759,4.0,0.966,84.24,9.55
2025-11-08 05:23:55,conv_009,learning_long,comb_12,hybrid_d1s2_radial,success,,22.0,0.924,0.714,4.0,0.961,77.61,12.29
2025-11-08 05:10:07,conv_009,learning_long,comb_13,hybrid_str1d2_radial,success,,21.0,0.931,0.849,5.0,0.856,80.98,10.15
2025-11-08 05:11:31,conv_009,learning_long,comb_14,hybrid_d1str2_timeline,success,,20.0,0.958,0.742,3.0,0.93,75.51,12.0
2025-11-08 05:04:04,conv_009,learning_long,comb_15,hybrid_all_hier,success,,12.0,0.96,0.753,2.0,0.808,79.61,10.34
2025-11-08 05:25:36,conv_010,learning_long,comb_01,simple_hierarchical,success,,23.0,0.856,0.773,5.0,0.941,75.43,5.25
2025-11-08 05:06:40,conv_010,learning_long,comb_02,simple_force,success,,9.0,0.597,0.536,4.0,0.975,62.32,6.69
2025-11-08 05:29:22,conv_010,learning_long,comb_03,simple_radial,success,,23.0,0.915,0.733,4.0,0.844,74.68,4.96
2025-11-08 05:23:12,conv_010,learning_long,comb_04,detailed_hierarchical,success,,17.0,0.928,0.828,4.0,0.877,84.06,8.54
2025-11-08 05:19:54,conv_010,learning_long,comb_05,detailed_force,success,,15.0,0.809,0.669,2.0,0.89,76.25,6.39
2025-11-08 05:20:39,conv_010,learning_long,comb_06,detailed_radial,success,,20.0,0.857,0.745,4.0,0.914,79.01,8.58
2025-11-08 05:14:58,conv_010,learning_long,comb_07,strict_hierarchical,success,,18.0,0.94,0.847,2.0,0.878,80.78,12.62
2025-11-08 05:27:49,conv_010,learning_long,comb_08,strict_force,success,,23.0,0.808,0.898,3.0,0.823,87.64,8.8
2025-11-08 05:08:00,conv_010,learning_long,comb_09,strict_timeline,success,,11.0,0.919,0.656,3.0,0.828,76.99,11.11
2025-11-08 05:08:59,conv_010,learning_long,comb_10,hybrid_s1d2_hier,success,,31.0,0.58,0.765,4.0,0.825,88.23,10.74
2025-11-08 05:22:23,conv_010,learning_long,comb_11,hybrid_s1d2_force,success,,23.0,0.889,0.755,3.0,0.89,74.82,9.26
2025-11-08 05:25:27,conv_010,learning_long,comb_12,hybrid_d1s2_radial,success,,18.0,0.929,0.649,2.0,0.869,75.58,8.79
2025-11-08 05:22:21,conv_010,learning_long,comb_13,hybrid_str1d2_radial,success,,9.0,0.387,0.88,2.0,0.821,84.04,9.79
2025-11-08 05:31:38,conv_010,learning_long,comb_14,hybrid_d1str2_timeline,success,,8.0,0.425,0.635,4.0,0.858,72.2,12.51
2025-11-08 05:21:48,conv_010,learning_long,comb_15,hybrid_all_hier,success,,10.0,0.911,0.698,4.0,0.849,72.81,11.35
2025-11-08 05:15:12,conv_011,learning_long,comb_01,simple_hierarchical,success,,14.0,0.909,0.659,5.0,1.0,74.61,4.33
2025-11-08 05:27:08,conv_011,learning_long,comb_02,simple_force,success,,12.0,0.971,0.632,4.0,0.846,63.67,9.85
2025-11-08 05:30:53,conv_011,learning_long,comb_03,simple_radial,success,,15.0,0.855,0.743,4.0,0.83,72.46,5.42
2025-11-08 05:29:50,conv_011,learning_long,comb_04,detailed_hierarchical,success,,19.0,0.898,0.71,3.0,0.979,73.53,6.18
2025-11-08 05:18:13,conv_011,learning_long,comb_05,detailed_force,success,,22.0,0.848,0.605,3.0,0.89,66.36,8.8
2025-11-08 05:06:21,conv_011,learning_long,comb_06,detailed_radial,success,,13.0,0.961,0.733,5.0,0.906,80.91,8.46
2025-11-08 05:34:08,conv_011,learning_long,comb_07,strict_hierarchical,success,,20.0,0.94,0.767,5.0,0.898,88.08,8.61
2025-11-08 05:07:52,conv_011,learning_long,comb_08,strict_force,success,,28.0,0.941,0.721,3.0,0.942,83.86,11.45
2025-11-08 05:12:09,conv_011,learning_long,comb_09,strict_timeline,success,,16.0,0.968,0.761,4.0,0.807,79.34,11.35
2025-11-08 05:11:36,conv_011,learning_long,comb_10,hybrid_s1d2_hier,success,,21.0,0.893,0.746,4.0,0.961,83.14,11.48
2025-11-08 05:21:24,conv_011,learning_long,comb_11,hybrid_s1d2_force,success,,13.0,0.811,0.825,6.0,0.5,82.5,9.31
2025-11-08 05:30:56,conv_011,learning_long,comb_12,hybrid_d1s2_radial,failed,timeout,,,,,,,7.642691034417036
2025-11-08 05:08:50,conv_011,learning_long,comb_13,hybrid_str1d2_radial,success,,24.0,0.989,0.756,4.0,0.875,80.87,13.61
2025-11-08 05:09:08,conv_011,learning_long,comb_14,hybrid_d1str2_timeline,success,,27.0,0.993,0.868,2.0,0.935,86.63,12.67
2025-11-08 05:25:29,conv_011,learning_long,comb_15,hybrid_all_hier,success,,13.0,0.954,0.684,5.0,0.954,80.36,9.57
2025-11-08 05:13:01,conv_012,brainstorming,comb_01,simple_hierarchical,success,,8.0,0.355,0.735,3.0,0.947,74.99,10.66
2025-11-08 05:08:18,conv_012,brainstorming,comb_02,simple_force,success,,21.0,0.956,0.729,4.0,0.938,75.99,5.06
2025-11-08 05:07:46,conv_012,brainstorming,comb_03,simple_radial,success,,26.0,0.891,0.662,2.0,0.904,73.31,9.65
2025-11-08 05:10:44,conv_012,brainstorming,comb_04,detailed_hierarchical,failed,validation_error,,,,,,,4.295481941423812
2025-11-08 05:18:16,conv_012,brainstorming,comb_05,detailed_force,success,,10.0,0.914,0.746,4.0,0.929,77.37,12.82
2025-11-08 05:31:08,conv_012,brainstorming,comb_06,detailed_radial,success,,17.0,0.949,0.707,4.0,0.992,74.82,10.18
2025-11-08 05:31:29,conv_012,brainstorming,comb_07,strict_hierarchical,success,,15.0,0.828,0.795,3.0,0.829,81.62,11.26
2025-11-08 05:28:15,conv_012,brainstorming,comb_08,strict_force,success,,21.0,0.812,0.749,4.0,0.899,85.13,10.69
2025-11-08 05:08:43,conv_012,brainstorming,comb_09,strict_timeline,success,,21.0,0.986,0.814,3.0,0.833,81.21,11.04
2025-11-08 05:15:01,conv_012,brainstorming,comb_10,hybrid_s1d2_hier,success,,15.0,0.803,0.646,3.0,0.946,75.71,8.7
2025-11-08 05:29:36,conv_012,brainstorming,comb_11,hybrid_s1d2_force,success,,9.0,0.613,0.852,3.0,0.954,81.76,10.03
2025-11-08 05:14:51,conv_012,brainstorming,comb_12,hybrid_d1s2_radial,success,,17.0,0.806,0.75,4.0,0.858,79.31,8.56
2025-11-08 05:37:04,conv_012,brainstorming,comb_13,hybrid_str1d2_radial,success,,23.0,0.871,0.897,4.0,0.877,88.99,10.68
2025-11-08 05:36:45,conv_012,brainstorming,comb_14,hybrid_d1str2_timeline,success,,22.0,0.845,0.829,5.0,0.916,88.53,8.9
2025-11-08 05:32:21,conv_012,brainstorming,comb_15,hybrid_all_hier,success,,17.0,0.895,0.85,4.0,0.841,89.53,9.54
2025-11-08 05:08:58,conv_013,brainstorming,comb_01,simple_hierarchical,success,,12.0,0.965,0.644,2.0,0.908,67.57,5.97
2025-11-08 05:21:52,conv_013,brainstorming,comb_02,simple_force,success,,16.0,0.995,0.582,4.0,0.802,64.99,4.89
2025-11-08 05:32:05,conv_013,brainstorming,comb_03,simple_radial,success,,14.0,0.854,0.674,4.0,0.881,77.02,5.46
2025-11-08 05:33:19,conv_013,brainstorming,comb_04,detailed_hierarchical,success,,17.0,0.926,0.632,2.0,0.92,66.77,8.5
2025-11-08 05:11:38,conv_013,brainstorming,comb_05,detailed_force,success,,24.0,0.892,0.756,5.0,0.825,73.06,10.85
2025-11-08 05:19:48,conv_013,brainstorming,comb_06,detailed_radial,success,,25.0,0.887,0.779,2.0,0.876,81.12,8.02
2025-11-08 05:21:17,conv_013,brainstorming,comb_07,strict_hierarchical,success,,25.0,0.909,0.924,3.0,0.886,88.6,10.81
2025-11-08 05:24:43,conv_013,brainstorming,comb_08,strict_force,success,,16.0,0.9,0.751,5.0,0.987,86.96,12.67
