timestamp,conversation_id,conversation_type,conversation_turns,combination_id,combination_name,stage1_session,stage2_context,stage3_keyword,stage4_layout,status,error,node_count,node_score,keyword_overlap,max_depth,depth_score,total_score,execution_time_sec
2025-11-08 05:23:35,conv_001,learning_short,8,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,16.0,0.989,0.907,4.0,0.87,86.62,8.48
2025-11-08 05:23:48,conv_002,learning_short,9,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,26.0,0.953,0.723,5.0,0.949,71.23,6.19
2025-11-08 05:25:20,conv_002,learning_short,9,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,17.0,0.815,0.677,4.0,0.815,70.47,4.21
2025-11-08 05:25:45,conv_002,learning_short,9,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,16.0,0.821,0.644,4.0,0.893,70.2,4.67
2025-11-08 05:23:44,conv_002,learning_short,9,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,20.0,0.982,0.7,3.0,0.883,69.01,8.62
2025-11-08 05:21:32,conv_002,learning_short,9,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,14.0,0.966,0.718,2.0,0.894,74.5,9.15
2025-11-08 05:22:17,conv_002,learning_short,9,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,21.0,0.989,0.859,2.0,0.848,84.22,6.87
2025-11-08 05:22:01,conv_002,learning_short,9,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,15.0,0.963,0.855,6.0,0.677,81.94,11.5
2025-11-08 05:23:27,conv_002,learning_short,9,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,20.0,0.927,0.786,3.0,0.981,81.78,11.64
2025-11-08 05:23:27,conv_002,learning_short,9,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,21.0,0.899,0.771,3.0,0.907,84.14,10.7
2025-11-08 05:24:49,conv_002,learning_short,9,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,25.0,0.995,0.825,3.0,0.808,85.0,8.13
2025-11-08 05:21:42,conv_002,learning_short,9,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,17.0,0.96,0.736,5.0,0.975,75.39,12.34
2025-11-08 05:21:36,conv_002,learning_short,9,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,5.0,0.547,0.75,5.0,0.944,81.21,9.29
2025-11-08 05:26:31,conv_002,learning_short,9,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,13.0,0.913,0.802,4.0,0.865,78.73,9.15
2025-11-08 05:27:44,conv_002,learning_short,9,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,27.0,0.949,0.913,3.0,0.876,97.52,9.3
2025-11-08 05:23:14,conv_002,learning_short,9,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,22.0,0.801,0.771,5.0,0.945,73.82,11.2
2025-11-08 05:26:55,conv_003,learning_short,11,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,20.0,0.947,0.646,2.0,0.922,67.62,4.1
2025-11-08 05:25:18,conv_003,learning_short,11,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,13.0,0.936,0.672,5.0,0.921,67.06,7.48
2025-11-08 05:22:31,conv_003,learning_short,11,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,19.0,0.95,0.637,3.0,0.833,63.07,7.43
2025-11-08 05:27:06,conv_003,learning_short,11,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,10.0,0.893,0.591,5.0,0.888,64.91,7.52
2025-11-08 05:26:12,conv_003,learning_short,11,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,24.0,0.833,0.867,2.0,0.907,84.56,11.44
2025-11-08 05:28:31,conv_003,learning_short,11,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,21.0,0.975,0.777,4.0,0.907,84.59,9.72
2025-11-08 05:26:17,conv_003,learning_short,11,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,26.0,0.943,0.774,4.0,0.836,79.83,14.99
2025-11-08 05:27:10,conv_003,learning_short,11,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,21.0,0.804,0.988,4.0,0.984,96.44,11.66
2025-11-08 05:22:48,conv_003,learning_short,11,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,20.0,0.866,0.707,3.0,0.918,77.49,10.25
2025-11-08 05:22:46,conv_003,learning_short,11,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,10.0,0.948,0.751,3.0,0.85,79.86,10.62
2025-11-08 05:24:54,conv_003,learning_short,11,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,25.0,0.907,0.72,5.0,0.919,81.2,8.74
2025-11-08 05:29:26,conv_003,learning_short,11,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,14.0,0.813,0.989,3.0,0.905,98.44,10.37
2025-11-08 05:24:00,conv_003,learning_short,11,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,13.0,0.805,0.78,3.0,0.973,88.55,10.69
2025-11-08 05:27:56,conv_003,learning_short,11,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,21.0,0.911,0.9,3.0,0.849,90.51,10.61
2025-11-08 05:26:36,conv_003,learning_short,11,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,8.0,0.657,0.79,4.0,0.867,77.92,12.53
2025-11-08 05:26:24,conv_004,learning_medium,22,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,19.0,0.995,0.688,2.0,0.974,68.4,5.59
2025-11-08 05:27:11,conv_004,learning_medium,22,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,failed,api_error,,,,,,,6.45
2025-11-08 05:30:10,conv_004,learning_medium,22,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,20.0,0.937,0.838,4.0,0.963,82.57,6.03
2025-11-08 05:23:44,conv_004,learning_medium,22,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,12.0,0.946,0.647,6.0,0.648,71.86,8.22
2025-11-08 05:31:20,conv_004,learning_medium,22,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,16.0,0.983,0.731,5.0,0.913,73.49,9.14
2025-11-08 05:30:23,conv_004,learning_medium,22,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,18.0,0.899,0.68,3.0,0.925,70.16,7.15
2025-11-08 05:27:49,conv_004,learning_medium,22,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,25.0,0.992,0.855,6.0,0.634,84.84,9.63
2025-11-08 05:29:24,conv_004,learning_medium,22,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,20.0,0.929,0.627,6.0,0.783,63.43,10.2
2025-11-08 05:25:29,conv_004,learning_medium,22,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,18.0,0.972,0.791,3.0,0.904,77.63,11.9
2025-11-08 05:31:00,conv_004,learning_medium,22,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,9.0,0.529,0.708,4.0,0.958,70.07,9.77
2025-11-08 05:30:47,conv_004,learning_medium,22,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,27.0,0.88,0.84,6.0,0.674,88.79,8.43
2025-11-08 05:28:24,conv_004,learning_medium,22,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,16.0,0.971,0.735,4.0,0.808,73.99,8.5
2025-11-08 05:28:23,conv_004,learning_medium,22,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,18.0,0.923,0.73,4.0,0.813,82.69,9.81
2025-11-08 05:34:03,conv_004,learning_medium,22,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,22.0,0.926,0.774,6.0,0.778,86.61,16.12
2025-11-08 05:33:17,conv_004,learning_medium,22,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,33.0,0.632,0.728,6.0,0.617,83.87,9.73
2025-11-08 05:29:59,conv_005,learning_medium,19,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,18.0,0.907,0.745,4.0,0.998,71.42,4.63
2025-11-08 05:35:35,conv_005,learning_medium,19,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,23.0,0.849,0.604,6.0,0.6,68.58,4.96
2025-11-08 05:36:07,conv_005,learning_medium,19,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,17.0,0.801,0.76,4.0,0.949,74.92,5.1
2025-11-08 05:30:52,conv_005,learning_medium,19,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,failed,parse_error,,,,,,,2.5
2025-11-08 05:28:39,conv_005,learning_medium,19,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,17.0,0.968,0.705,4.0,0.821,75.94,11.09
2025-11-08 05:33:37,conv_005,learning_medium,19,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,10.0,0.809,0.86,4.0,0.93,83.91,8.05
2025-11-08 05:35:37,conv_005,learning_medium,19,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,26.0,0.86,0.794,4.0,0.931,77.96,10.36
2025-11-08 05:37:36,conv_005,learning_medium,19,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,13.0,0.997,0.677,4.0,0.846,72.66,10.22
2025-11-08 05:29:47,conv_005,learning_medium,19,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,21.0,0.925,0.714,4.0,0.982,81.43,15.43
2025-11-08 05:27:22,conv_005,learning_medium,19,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,13.0,0.865,0.84,5.0,0.862,86.76,9.05
2025-11-08 05:33:21,conv_005,learning_medium,19,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,13.0,0.848,0.859,4.0,0.924,82.02,10.28
2025-11-08 05:32:58,conv_005,learning_medium,19,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,failed,parse_error,,,,,,,2.43
2025-11-08 05:32:46,conv_005,learning_medium,19,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,24.0,0.808,0.917,5.0,0.927,93.23,10.39
2025-11-08 05:35:30,conv_005,learning_medium,19,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,28.0,0.89,0.882,6.0,0.549,90.08,9.52
2025-11-08 05:35:56,conv_005,learning_medium,19,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,18.0,0.974,0.82,3.0,0.832,87.56,7.48
2025-11-08 05:33:25,conv_006,learning_medium,24,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,20.0,0.835,0.741,5.0,0.885,71.12,4.8
2025-11-08 05:30:59,conv_006,learning_medium,24,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,11.0,0.918,0.565,3.0,0.925,54.68,5.5
2025-11-08 05:36:25,conv_006,learning_medium,24,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,20.0,0.889,0.652,6.0,0.699,68.45,4.35
2025-11-08 05:35:38,conv_006,learning_medium,24,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,26.0,0.847,0.605,3.0,0.888,67.47,9.36
2025-11-08 05:27:53,conv_006,learning_medium,24,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,19.0,0.956,0.657,5.0,0.917,66.34,8.52
2025-11-08 05:28:57,conv_006,learning_medium,24,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,18.0,0.863,0.758,4.0,0.997,79.68,12.97
2025-11-08 05:33:03,conv_006,learning_medium,24,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,26.0,0.84,0.875,3.0,0.838,88.82,10.94
2025-11-08 05:28:23,conv_006,learning_medium,24,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,22.0,0.823,0.843,4.0,0.935,83.49,9.29
2025-11-08 05:36:35,conv_006,learning_medium,24,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,21.0,0.948,0.843,4.0,0.865,82.19,12.6
2025-11-08 05:39:21,conv_006,learning_medium,24,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,19.0,0.865,0.769,5.0,0.913,83.32,10.99
2025-11-08 05:35:12,conv_006,learning_medium,24,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,19.0,0.908,0.892,3.0,0.896,85.72,9.84
2025-11-08 05:31:56,conv_006,learning_medium,24,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,23.0,0.944,0.929,4.0,0.839,89.26,9.12
2025-11-08 05:30:25,conv_006,learning_medium,24,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,10.0,0.857,0.83,3.0,0.916,91.01,8.56
2025-11-08 05:38:40,conv_006,learning_medium,24,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,13.0,0.959,0.699,5.0,0.993,78.79,9.67
2025-11-08 05:27:11,conv_006,learning_medium,24,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,14.0,0.922,0.766,5.0,0.954,82.21,9.19
2025-11-08 05:31:00,conv_007,learning_medium,16,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,19.0,0.885,0.606,2.0,0.947,68.84,7.33
2025-11-08 05:27:01,conv_007,learning_medium,16,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,16.0,0.998,0.626,4.0,0.935,71.39,7.44
2025-11-08 05:34:38,conv_007,learning_medium,16,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,21.0,0.929,0.627,6.0,0.597,64.68,4.42
2025-11-08 05:36:07,conv_007,learning_medium,16,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,19.0,0.865,0.61,4.0,0.81,66.52,9.61
2025-11-08 05:33:27,conv_007,learning_medium,16,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,20.0,0.951,0.654,6.0,0.747,74.02,5.33
2025-11-08 05:29:08,conv_007,learning_medium,16,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,14.0,0.851,0.789,2.0,0.922,78.35,8.48
2025-11-08 05:29:58,conv_007,learning_medium,16,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,14.0,0.902,0.794,5.0,0.988,78.26,13.26
2025-11-08 05:37:50,conv_007,learning_medium,16,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,28.0,0.906,0.829,3.0,0.958,83.41,11.21
2025-11-08 05:28:43,conv_007,learning_medium,16,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,22.0,0.827,0.89,4.0,0.921,87.01,10.25
2025-11-08 05:42:57,conv_007,learning_medium,16,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,17.0,0.987,0.663,4.0,0.8,64.7,7.75
2025-11-08 05:38:54,conv_007,learning_medium,16,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,20.0,0.924,0.855,5.0,0.848,94.05,8.44
2025-11-08 05:29:24,conv_007,learning_medium,16,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,9.0,0.55,0.788,5.0,0.945,82.51,11.59
2025-11-08 05:35:25,conv_007,learning_medium,16,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,19.0,0.85,0.804,4.0,0.804,91.71,8.51
2025-11-08 05:38:08,conv_007,learning_medium,16,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,26.0,0.82,0.799,4.0,0.973,84.34,8.79
2025-11-08 05:40:37,conv_007,learning_medium,16,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,20.0,0.962,0.721,2.0,0.968,83.38,8.49
2025-11-08 05:40:31,conv_008,learning_long,31,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,11.0,0.947,0.77,4.0,0.81,80.86,4.61
2025-11-08 05:42:54,conv_008,learning_long,31,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,5.0,0.697,0.663,3.0,0.932,63.47,5.76
2025-11-08 05:33:20,conv_008,learning_long,31,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,failed,parse_error,,,,,,,5.09
2025-11-08 05:46:27,conv_008,learning_long,31,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,23.0,0.864,0.667,5.0,0.823,76.25,8.16
2025-11-08 05:47:07,conv_008,learning_long,31,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,18.0,0.875,0.651,6.0,0.549,67.86,7.85
2025-11-08 05:38:31,conv_008,learning_long,31,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,failed,timeout,,,,,,,3.72
2025-11-08 05:45:24,conv_008,learning_long,31,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,27.0,0.946,0.88,4.0,0.951,87.5,10.16
2025-11-08 05:39:47,conv_008,learning_long,31,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,17.0,0.868,0.7,4.0,0.918,75.05,11.32
2025-11-08 05:43:08,conv_008,learning_long,31,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,17.0,0.96,0.725,4.0,0.947,81.44,10.56
2025-11-08 05:32:34,conv_008,learning_long,31,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,11.0,0.83,0.693,5.0,0.9,76.1,9.95
2025-11-08 05:45:31,conv_008,learning_long,31,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,24.0,0.902,0.789,4.0,0.916,79.29,9.53
2025-11-08 05:40:56,conv_008,learning_long,31,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,18.0,0.812,0.719,4.0,0.842,78.41,9.27
2025-11-08 05:31:28,conv_008,learning_long,31,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,24.0,0.86,0.771,4.0,0.927,87.12,11.52
2025-11-08 05:31:29,conv_008,learning_long,31,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,11.0,0.867,0.673,2.0,0.917,78.68,10.17
2025-11-08 05:46:25,conv_008,learning_long,31,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,5.0,0.675,0.726,4.0,0.81,73.26,11.37
2025-11-08 05:49:29,conv_009,learning_long,43,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,17.0,0.857,0.605,4.0,0.852,70.47,4.74
2025-11-08 05:35:16,conv_009,learning_long,43,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,5.0,0.439,0.711,3.0,0.946,69.01,6.4
2025-11-08 05:32:07,conv_009,learning_long,43,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,17.0,0.829,0.734,4.0,0.913,73.74,5.5
2025-11-08 05:37:19,conv_009,learning_long,43,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,23.0,0.823,0.74,6.0,0.738,72.42,10.52
2025-11-08 05:43:33,conv_009,learning_long,43,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,16.0,0.972,0.673,5.0,0.909,71.47,8.41
2025-11-08 05:40:09,conv_009,learning_long,43,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,24.0,0.904,0.635,4.0,0.932,71.26,6.85
2025-11-08 05:35:32,conv_009,learning_long,43,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,15.0,0.856,0.782,3.0,0.821,84.21,11.06
2025-11-08 05:47:58,conv_009,learning_long,43,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,30.0,0.96,0.784,5.0,0.904,84.36,11.55
2025-11-08 05:42:59,conv_009,learning_long,43,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,21.0,0.807,0.843,4.0,0.888,91.38,11.25
2025-11-08 05:52:59,conv_009,learning_long,43,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,19.0,0.832,0.806,6.0,0.528,94.58,9.33
2025-11-08 05:49:45,conv_009,learning_long,43,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,23.0,0.863,0.759,4.0,0.966,84.24,9.55
2025-11-08 05:50:02,conv_009,learning_long,43,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,22.0,0.924,0.714,4.0,0.961,77.61,12.29
2025-11-08 05:36:15,conv_009,learning_long,43,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,18.0,0.931,0.618,5.0,0.856,58.98,10.15
2025-11-08 05:37:38,conv_009,learning_long,43,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,20.0,0.958,0.742,3.0,0.93,75.51,12.0
